,link,Notebook neve,Raktáron,Ár,Régi Ár,Akciós Ár,Processzor leírás,Operációs rendszer,Memória,Háttértár,Grafikus vezérlő,Kijelző,Képfrissítés,Fényerő,LAN típus,Wi-Fi,Bluetooth,HDMI normál,USB 3.1,USB3.1 Type-C,Thunderbolt támogatás,Lighting csatlakozó,Optikai meghajtó,Billentyűzet,Audio leírás,Akkumulátor leírás,Méret,Súly,Garancia,Webkamera,USB 2.0,USB 3.0,Kártya olvasó,Extrák,További extrák,USB3.0 Type-C,Displayport mini,Érintő kijelző,HSDPA,VGA
118,https://www.notebook.hu/msi-modern-15-a10m-9s7-155136-492-291927,"
MSI Modern 15 A10M (9S7-155136-492) Karbon szürke
",Raktáron,219 900 Ft,,,"Intel® Core™ i3-10110U Processor (4M Cache, up to 4.10 GHz)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® UHD Graphics for 10th Gen Intel® Processors,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,,802.11 ac,v 5,1 db,2 db,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",1x Mic-in/Headphone-out Combo Jack,52Whr beépített,356.80x233.70x16.90 mm,1.60 kg,36 hónap,HD Webkamera (beépített),,1 db,microSD,,,1 db,,,,
119,https://www.notebook.hu/dell-vostro-15-3500-n3001vn3500emea01-2201-hom-292622,"
DELL Vostro 15 3500 (N3001VN3500EMEA01_2201_HOM) Fekete
",Raktáron,269 900 Ft,,,"Intel® Core™ i3-1115G4 Processor (6M Cache, up to 4.10 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics for 11th Gen Intel® Processors,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), Realtek ALC3204",3 cellás 42Whr beépített,363.96x249.00x19.00 mm,1.78 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,"SD, SDHX, SDXC",TPM chip,,,,,,
120,https://www.notebook.hu/hp-pavilion-gaming-16-a0003nh-1x2j3ea,"
HP Pavilion Gaming 16-a0003nh (1X2J3EA) Éjfekete
",Raktáron,,Régi ár: 369 900 Ft,354 900 Ft,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",FreeDos,8GB DDR4 2933MHz RAM (2x4),512GB PCIe® NVMe™ M.2  SSD,NVIDIA® GeForce™ GTX 1650 4GB GDDR6,"16.1"" FullHD (1920 x 1080) matt IPS LCD (144Hz)",144 Hz,300 nit,1000Mbps,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",B&O hangzás; Dupla hangszóró; HP Audio Boost 1.0,3 cellás 52.5Whr beépített,370.00x262.50x2.35 mm,2.35 kg,36 hónap,HP True Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,"MMC, SD, SDHX, SDXC",VR Ready,,1 db,,,,
121,https://www.notebook.hu/acer-nitro-5-an515-55-735g-nh-q7jeu-003-282223,"
Acer Nitro 5 AN515-55-735G (NH.Q7JEU.003) fekete
",Raktáron,433 900 Ft,,,"Intel® Core™ i7-10750H Processor (12M Cache, up to 5.00 GHz)",Operációs rendszer nélkül,8GB DDR4 2933MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1650Ti 4GB GDDR6,"15.6"" FullHD (1920 x 1080) ComfyView™ IPS matt LCD (144Hz)",144 Hz,,1000Mbps,802.11 ax,v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","DTS® X:Ultra Audio, Acer TrueHarmony® technológia, beépített sztereó hangszórók",4 cellás 57Whr beépített,363.40x255.00x23.90 mm,2.30 kg,36 hónap,"Acer Crystal Eye HD webkamera, SHDR + beépített mikrofon",,1 db,,,,,,,,
122,https://www.notebook.hu/asus-tuf-dash-f15-fx516pm-az042t-300384,"
ASUS TUF Dash F15 (FX516PM-AZ042T) Holdfényfehér
",Raktáron,599 900 Ft,,,"Intel® Core™ i7-11370H Processor (12M Cache, up to 4.8GHz)",Microsoft Windows 10 Home,16GB DDR4 3200MHz RAM (2x8GB),512GB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 3060 6GB GDDR6,"15.6"" FullHD (1920 x 1080) WideView matt LCD (240Hz)",240 Hz,300 nit,1000Mbps,802.11 ax,v 5.2,1 db,,1 db,Igen,Nem,,"Világítás, Nincs numpad, Magyar kiosztású","Beépített hangszórók (2db 2W) + Array mikrofon,  DTS:X™ ultra",4 cellás 76Whr beépített,360.00x252.00x19.90 mm,2.00 kg,36 hónap,nincs,,3 db,,VR Ready,,,,,,
123,https://www.notebook.hu/lenovo-thinkpad-e15-gen2-itu-20td0089hv-292795,"
LENOVO ThinkPad E15 Gen2 ITU (20TD0089HV) Fekete
",Raktáron,,Régi ár: 449 900 Ft,399 900 Ft,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Professional,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,1000Mbps,802.11 ax,v 5.1,,,1 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","High Definition (HD) Audio, Realtek ALC3287 codec, Beépített hangszórók (2db 2W) Dolby Audio, HARMAN-branded",45Whr beépített,365.00x240.00x18.90 mm,1.70 kg,36 hónap,HD Webkamera (beépített) + ThinkShutter,1 db,1 db,,"Ujjlenyomat olvasó, TPM chip",MIL-STD-810H military test passed,,,,,
124,https://www.notebook.hu/asus-x515-x515ja-br698-301266,"
ASUS X515 (X515JA-BR698) szürke
",Raktáron,199 900 Ft,,,"Intel® Core™ i3-1005G1 Processor (4M Cache, Up to 3.40)",Operációs rendszer nélkül,4GB DDR4 2400MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" HD (1366 x 768) matt LCD",60 Hz,200 nit,,802.11 ac,v 4.1,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású","SonicMaster Audio by ICEpower®, Beépített hangszórók + beépített mikrofon",2 cellás 37Whr beépített,360.20x234.90x19.90 mm,1.80 kg,24 hónap,VGA Webkamera (beépített),2 db,1 db,microSD,,,1 db,,,,
125,https://www.notebook.hu/asus-zenbook-13-ux333fac-ux333fac-a3132t,"
Asus ZenBook 13 UX333FAC (UX333FAC-A3132T) Ezüst
",Raktáron,,Régi ár: 349 900 Ft,314 900 Ft,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Microsoft Windows 10 Home,8GB LPDDR3 2133MHz RAM,512GB M.2 NVMe™ PCIe® 3.0 SSD,Intel® UHD Graphics 620,"13.3"" FullHD (1920 x 1080) Wide View matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,1 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal,6 cellás 50Whr beépített,302.00x189.00x18.30 mm,1.10 kg,36 hónap,HD IR/RGB Combo Camera,1 db,,microSD,TPM chip,NumberPad támogatás,,,,,
126,https://www.notebook.hu/lenovo-ideapad-5-15iil05-81yk00c2hv-275507,"
Lenovo IdeaPad 5 15IIL05 (81YK00C2HV) szürke
",Raktáron,309 900 Ft,,,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home in S mode,8GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,300 nit,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Dolby Audio, 2W x 2 sztereó hangszórók, Dual array mikrofon, fejhallgató / mikrofon combo jack",45Whr beépített,356.67x233.13x19.90 mm,1.78 kg,36 hónap,HD Webkamera (beépített),,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
127,https://www.notebook.hu/msi-bravo-15-a4dcr-9s7-16wk12-283-290400,"
MSI Bravo 15 A4DCR (9S7-16WK12-283) fekete
",Raktáron,,Régi ár: 379 900 Ft,329 900 Ft,"AMD® Ryzen™ 5-4600H 6-magos 3.0 GHz Mobile APU (8M Cache, up to 4.0 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,AMD® Radeon™ RX 5300M 3GB GDDR6,"15.6"" FullHD (1920 x 1080) WVA matt LCD",,,,802.11 ax,v 5.1,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Beépített hangszórók, Hi-Resolution Audio, NAHIMIC 3",3 cellás 51Whr beépített,359.00x254.00x21.70 mm,1.96 kg,36 hónap,HD Webkamera (beépített),,2 db,,,"Egyszínű, piros billentyűzet háttérvilágítás",2 db,,,,
128,https://www.notebook.hu/hp-spectre-x360-13-aw0000nh-8bl05ea273524,"
HP Spectre x360 13-aw0000nh (8BL05EA) ezüst
",Raktáron,,Régi ár: 519 900 Ft,479 900 Ft,"Intel® Core™ i5-1035G4 Processor (6M Cache, up to 3.70 GHz)",Microsoft Windows 10 Home,8GB LPDDR4 3200MHz RAM,512GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"13.3"" FullHD (1920 x 1080) fényes Multi-Touch IPS WLED",,,,802.11 ax,v 5,,1 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Bang & Olufsen; négy hangszóró; HP Audio Boost 2.0,4 cellás 60Whr beépített,306.00x194.50x16.90 mm,1.30 kg,36 hónap,HP Wide Vision FHD infravörös kamera beépített digitális kétcsatornás mikrofonnal,,,microSD,"Ujjlenyomat olvasó, TPM chip","Gyorsulásmérő, Giroszkóp, e-Iránytű,  Corning® Gorilla® Glass NBT™",,,Multi-Touch,,
129,https://www.notebook.hu/lenovo-yoga-c940-14iil-81q9008ghv-c11293,"
Lenovo Yoga C940-14IIL (81Q9008GHV) Mica
",Raktáron,,Régi ár: 679 900 Ft,599 900 Ft,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Home,16GB LPDDR4X 3733MHz RAM,512GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"14"" FullHD (1920 x 1080) fényes Multi-Touch IPS LCD",60 Hz,500 nit,,802.11 ac,v 5,,1 db,2 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Beépített hangszórók (4db 2W ) Dolby Atmos támogatással + dual-array microphone",60Whr beépített,320.30x215.60x15.70 mm,1.35 kg,36 hónap,HD Webkamera (beépített),,,,"Ujjlenyomat olvasó, TPM chip","Gyorsulásmérő, Lenovo Active Pen, Dolby Vision támogatás",,,Multi-Touch,,
130,https://www.notebook.hu/hp-250-g8-27k23ea-291930,"
HP 250 G8 (27K23EA) Asztroszürke
",Raktáron,,Régi ár: 299 900 Ft,279 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,1000Mbps,"802.11 b, g, n",v 4.2,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,358.00x242.00x199.00 mm,1.74 kg,36 hónap,720p felbontású HD kamera,,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
131,https://www.notebook.hu/hp-spectre-x360-13-aw0003nh-8br85ea-273941,"
HP Spectre x360 13-aw0003nh (8BR85EA) ezüst
",Raktáron,,Régi ár: 599 900 Ft,579 900 Ft,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Home,16GB LPDDR4 3200MHz RAM,1TB M.2 PCIe SSD,Intel® Iris Plus Graphics,"13.3"" FullHD (1920 x 1080) fényes Multi-Touch IPS WLED",60 Hz,,,802.11 ax,v 5,,1 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Bang & Olufsen; négy hangszóró; HP Audio Boost 2.0,4 cellás 60Whr beépített,306.00x194.50x16.90 mm,1.30 kg,36 hónap,HP Wide Vision FHD infravörös kamera beépített digitális kétcsatornás mikrofonnal,,,microSD,"Ujjlenyomat olvasó, TPM chip","Gyorsulásmérő, Giroszkóp, e-Iránytű,  Corning® Gorilla® Glass NBT™",,,Multi-Touch,,
132,https://www.notebook.hu/lenovo-v15-ada-82c7001lhv-295472,"
LENOVO V15 ADA (82C7001LHV) Vasszürke
",Raktáron,,Régi ár: 239 900 Ft,199 900 Ft,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",FreeDos,8GB (2x4 GB) DDR4 2400MHz RAM,"1TB 2.5"" SATA HDD 5400rpm",Radeon™ Vega 8 Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók (2x 1.5W), audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
133,https://www.notebook.hu/acer-aspire-3-a315-42-r1e2-nx-hf9eu-07p-298894,"
Acer Aspire 3 A315-42-R1E2 (NX.HF9EU.07P) fekete
",Raktáron,,Régi ár: 279 900 Ft,249 900 Ft,"AMD® Ryzen™ 7-3700U Quad-core 2.3 GHz Mobile APU (4M Cache, up to 4.0 GHz)",Linux,8GB DDR4 2400MHz RAM,512 GB SSD,Radeon™ RX Vega 10 Graphics,"15.6"" FullHD (1920 x 1080) matt Acer Comfyview LCD",,,1000Mbps,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Acer Trueharmony sztereó hangrendszer,2 cellás 36.7Whr beépített,363.40x247.50x19.90 mm,1.90 kg,36 hónap,Acer Crystal Eye webkamera + mikrofon,2 db,1 db,,,,,,,,
134,https://www.notebook.hu/hp-pavilion-14-ce3006nh-8bm60ea-267970,"
HP Pavilion 14-ce3006nh (8BM60EA) Kerámiafehér
",Raktáron,,Régi ár: 299 900 Ft,289 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) matt IPS WLED-LCD",60 Hz,250 nit,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",B&O; Dupla hangszóró; HP Audio Boost 1.0,3 cellás 41Whr beépített,326.80x225.50x17.90 mm,1.60 kg,36 hónap,HP Wide Vision HD kamera beépített digitális kétcsatornás mikrofonnal,,2 db,"microSD, SD",,Gyorsulásmérő,1 db,,,,
135,https://www.notebook.hu/msi-gf63-thin-10scsr-9s7-16r412-232hu,"
MSI GF63 Thin 10SCSR (9S7-16R412-232HU) Fekete
",Raktáron,319 900 Ft,,,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",FreeDos,8GB DDR4 2666MHz RAM,512 GB NVMe PCIe SSD,NVIDIA® GeForce™ GTX 1650Ti Max Q 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS-level LCD",120 Hz,,1000Mbps,802.11 ax,v 5,1 db,3 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","2x 2W Hangszóró, 1 db Mikrofon bemenet, 1 db Fejhallgató kimenet Audio Jack",3 cellás 51Whr beépített,359.00x254.00x21.70 mm,1.86 kg,36 hónap,Beépített HD Webkamera (30fps@720p),,,,,,,,,,
136,https://www.notebook.hu/hp-250-g8-2w8y2ea-291892,"
HP 250 G8 (2W8Y2EA) Asztroszürke
",Raktáron,,Régi ár: 309 900 Ft,279 900 Ft,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" HD (1366 x 768) matt LCD",60 Hz,250 nit,1000Mbps,"802.11 b, g, n",v 4.2,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,358.00x242.00x199.00 mm,1.74 kg,36 hónap,720p felbontású HD kamera,,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
137,https://www.notebook.hu/hp-pavilion-gaming-16-a0002nh-1x2j1ea-280089,"
HP Pavilion Gaming 16-a0002nh (1X2J1EA) Éjfekete/Fanyarzöld
",Raktáron,,Régi ár: 379 900 Ft,364 900 Ft,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",FreeDos,8GB DDR4 2933MHz RAM (2x4),512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1650 4GB GDDR6,"16.1"" FullHD (1920 x 1080) matt IPS LCD (144Hz)",144 Hz,300 nit,1000Mbps,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",B&O hangzás; Dupla hangszóró; HP Audio Boost 1.0,3 cellás 52.5Whr beépített,370.00x262.50x2.35 mm,2.35 kg,36 hónap,HP True Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,"MMC, SD, SDHX, SDXC",,Gyorsulásmérő,1 db,,,,
138,https://www.notebook.hu/lenovo-v15-ada-82c70065hv,"
LENOVO V15 ADA (82C70065HV) Vasszürke
",Raktáron,,Régi ár: 279 900 Ft,239 900 Ft,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",Microsoft Windows 10 Home,8GB (2x4 GB) DDR4 2400MHz RAM,512GB M.2 SSD,Radeon™ Vega 8 Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,2 db,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók, audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,36 hónap,VGA Webkamera (beépített),1 db,,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
139,https://www.notebook.hu/lg-gram-16-notebook-16z90p-g-aa78h-300646,"
LG gram 16 Notebook (16Z90P-G.AA78H) Obszidián fekete
",Raktáron,779 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Microsoft Windows 10 Home,16GB LPDDR4 4266MHz RAM,1TB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"16"" WQXGA (2560 x 1600) IPS LCD",60 Hz,,,802.11 ax,v 5.1,1 db,2 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",STEREO hangszórók 2.0W x 2 Max 5W(Smart Amp),80Whr beépített,355.90x243.40x16.80 mm,1.19 kg,36 hónap,HD Webkamera (beépített),,,microSD,"Ujjlenyomat olvasó, TPM chip",,,,,,
140,https://www.notebook.hu/lenovo-thinkbook-15-g2-itl-20ve005chv-286402,"
LENOVO ThinkBook 15 G2 ITL (20VE005CHV) Ásvány szürke
",Raktáron,,Régi ár: 459 900 Ft,439 900 Ft,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,16GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD + 1db üres M.2 2280 slot,NVIDIA® GeForce™ MX450 2GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5.1,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2db 2W) Dolby Audio + dual tömbmikrofon",3 cellás 45Whr beépített,357.00x235.00x18.90 mm,1.70 kg,36 hónap,HD Webkamera (beépített),,2 db,"MMC, SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,,,,,
141,https://www.notebook.hu/hp-spectre-x360-13-aw0001nh-8bs71ea-273939,"
HP Spectre x360 13-aw0001nh (8BS71EA) Fekete
",Raktáron,,Régi ár: 519 900 Ft,489 900 Ft,"Intel® Core™ i5-1035G4 Processor (6M Cache, up to 3.70 GHz)",Microsoft Windows 10 Home,8GB LPDDR4 3200MHz RAM,512GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"13.3"" FullHD (1920 x 1080) fényes Multi-Touch IPS WLED",,,,802.11 ax,v 5,,1 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Bang & Olufsen; négy hangszóró; HP Audio Boost 2.0,4 cellás 60Whr beépített,306.00x194.50x16.90 mm,1.30 kg,36 hónap,HP Wide Vision FHD infravörös kamera beépített digitális kétcsatornás mikrofonnal,,,microSD,"Ujjlenyomat olvasó, TPM chip","Gyorsulásmérő, Giroszkóp, e-Iránytű,  Corning® Gorilla® Glass NBT™",,,Multi-Touch,,
142,https://www.notebook.hu/hp-240-g8-203b6ea-291880,"
HP 240 G8 (203B6EA) fekete
",Raktáron,,Régi ár: 289 900 Ft,259 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"14.1"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,1000Mbps,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású","Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,324.00x225.90x19.90 mm,1.47 kg,36 hónap,720p felbontású HD kamera,,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
143,https://www.notebook.hu/apple-macbook-air-13-3-2020-mgn63mg-a-asztroszurke-289560,"
Apple MacBook Air 13.3 2020 (MGN63MG/A) Asztroszürke
",Raktáron,,Régi ár: 429 900 Ft,409 900 Ft,"Apple M1 8-magos ARM processzor (12MB cache, up to 3.2GHz)",Apple Mac OS 10.15 (Catalina),8GB LPDDR4X RAM,256GB PCIe SSD,Apple-designed 8-magos,"13.3"" WQXGA (2560 x 1600) matt IPS LCD Retina True Tone",,400 nit,,802.11 ax,v 5,,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Sztereó hangszórók, Széles sztereó hangzás, Dolby Atmos hang támogatása, Irányított nyalábformálású, hárommikrofonos elrendezés","Beépített, 49,9 wattórás lítium-polimer akkumulátor",304.10x212.40x16.10 mm,1.29 kg,36 hónap,720p felbon­tású FaceTime HD-kamera,,,,Ujjlenyomat olvasó,,,,,,
144,https://www.notebook.hu/asus-zenbook-13-ux333fac-a3123t,"
Asus ZenBook 13 UX333FAC (UX333FAC-A3123T) Királykék
",Raktáron,,Régi ár: 369 900 Ft,329 900 Ft,"Intel® Core™ i7-10510U Processor (8M Cache, up to 4.80)",Microsoft Windows 10 Home,8GB LPDDR3 2133MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics 620,"13.3"" FullHD (1920 x 1080) Wide View matt LED",60 Hz,250 nit,,802.11 ax,v 5,1 db,1 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal,3 cellás 50Whr beépített,302.00x189.00x17.60 mm,1.10 kg,36 hónap,HD IR/RGB Combo Camera,1 db,,microSD,TPM chip,Érintős NumberPad,,,,,
145,https://www.notebook.hu/hp-250-g8-27k01ea-291871,"
HP 250 G8 (27K01EA) Asztroszürke
",Raktáron,269 900 Ft,,,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,NVIDIA® GeForce™ MX130 2GB GDDR5,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,1000Mbps,"802.11 b, g, n",v 4.2,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,358.00x242.00x199.00 mm,1.74 kg,36 hónap,720p felbontású HD kamera,,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
146,https://www.notebook.hu/acer-swift-3-sf314-59-593d-14-nx-hjheu-002,"
Acer Swift 3 Ultrabook SF314-59-593D (NX.HJHEU.002) Jégkék
",Raktáron,,Régi ár: 289 900 Ft,269 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256 GB PCIe NVMe SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) Acer Comfyview IPS LCD",,,,802.11 ax,v 5,1 db,1 db,1 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Acer Trueharmony sztereó hangrendszer, 1 db fejhallgató/hangszóró kombinált kimenet",3 cellás 48Whr beépített,319.50x217.00x15.95 mm,1.19 kg,36 hónap,Acer Crystal Eye S-HDR Webkamera + Mikrofon,1 db,,,Ujjlenyomat olvasó,,,,,,
147,https://www.notebook.hu/apple-macbook-air-13-3-2020-mgn73mg-a-289543,"
Apple MacBook Air 13.3 2020 (MGN73MG/A) Asztroszürke
",Raktáron,,Régi ár: 529 900 Ft,499 900 Ft,"Apple M1 8-magos ARM processzor (12MB cache, up to 3.2GHz)",Apple Mac OS 10.15 (Catalina),8GB LPDDR4X RAM,512 GB PCIe SSD,Apple-designed 8-magos,"13.3"" WQXGA (2560 x 1600) matt IPS LCD Retina True Tone",,400 nit,,802.11 ax,v 5,,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Sztereó hangszórók, Széles sztereó hangzás, Dolby Atmos hang támogatása, Irányított nyalábformálású, hárommikrofonos elrendezés","Beépített, 49,9 wattórás lítium-polimer akkumulátor",304.10x212.40x16.10 mm,1.29 kg,36 hónap,720p felbon­tású FaceTime HD-kamera,,,,Ujjlenyomat olvasó,,,,,,
148,https://www.notebook.hu/lenovo-thinkbook-14-iil-20sl0022hv-287874,"
LENOVO ThinkBook 14-IIL (20SL0022HV) Ásványszürke
",Raktáron,,Régi ár: 439 900 Ft,349 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Professional,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","High Definition (HD) Audio, Realtek ALC3287 codec, Beépített hangszóró (2db, 2W), Dolby Audio",3 cellás 45Whr beépített,326.00x230.00x17.90 mm,1.50 kg,36 hónap,Beépített 720p ThinkShutter Webkamera,1 db,2 db,"MMC, SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,1 db,,,,
